id,user_name,rating,date,text,review_length,likes,photo_count,user_info,has_owner_reply,reply_text,scraped_date
109,Sisters,5,قبل 4 سنوات,"سهيل

موقعه : النخيل "" طريق الدائري الشمالي ""

الاستقبال رائع و الخدمة ممتازة ❤️😍
و المكان ديكوره مميز و عربي 😍❤️ يعيشك جو مختلف ❤️
و فيه جلسات داخليه دورين و خارجية ..

قدمو لنا ضيافة

طلباتنا

الحنيذ العسيري 145 ريال
لذذذيذ 🤤♥️

تمن حائل بـ 80 ريال لذيذ
جريش الرياض بـ 80 ريال لذيذ
رز حساوي اظن انه مع اللحم جاي 🤣👀
كبيبة حائل بـ 65 ريال لذيذه
مطبق بالخضار بـ 52 ريال عادي 😅
عصير أناناس بـ 47 ريال

و في النهاية تم تقديم لنا لقيمات و قهوة عربية ضيافة منهم 😅❤️القهوة مضبوطه و اللقيمات عادية 🤭

و سألتني اذا مرتاحين في المكان و اذا نحتاج كرسي اطفال ..

يوجد موسيقى
مسموح الاطفال
يحتاج حجز
حسابهم : ‏@suhail_saudi",611,0,4,قبل 4 سنوات,لا,,2026-02-08
110,ABDULLAH,5,قبل 3 سنوات,"مطعم جميل ورائع ولذيذ طلباتنا
سليق طائفي 10/10
كبيية حائل زي ورق العنب 10/10
سلطة حبحب 10/20
كلها جميله جدا
واشكر كل الشكر
الاخت مشاعل استقبالها اكثر من رائع وبنت خلوقه وقمة بالاحترام اتمنى استمرارها بهذا المكان ونشوفها بالأعلى يارب
اخيرا لنا عوده لكم بإذن الله

سنعوووود",271,0,4,قبل 3 سنوات,لا,,2026-02-08
111,ساره المزروع,4,قبل 3 سنوات,"تجربتي لمطعم سهيل
المكان: جميل الديكور 👌🏻التعامل رائع
الجلسات: بدون بارتيشن ، الخارجية روعة
الاكل: ممتاز ⭐️ نكهة اكل بيت بس التقديم فاخر
للاسف يوجد موسيقى 💔👎🏻",158,0,4,قبل 3 سنوات,لا,,2026-02-08
112,bdah alotaibi,5,قبل 3 سنوات,"حقيقة مطعم رائع
الاكل ممتاز ولذيذ وكان طلبي كالاتي:
سلطة
مغش السمك الجيزاني مع الرز
عيش حساوي بالدجاج

ديكوره وجلساته ممتازة وجميله ومريحة
والموظفين جيدين
ويستحق الزيارة

يفضل الاتصال من اجل الحجز بدلا من تاتي وتنتظر

‎‎9200 02690",230,0,4,قبل 3 سنوات,لا,,2026-02-08
113,Ms. Hind Ababtain,5,قبل 5 سنوات,"مطعم يترجملك فخامه السعوديه❤️
يحتاج حجز ومسموح الاطفال
اهتمام بأدق التفاصيل
لو مشتاق للاكل السعودي، عندك اصحاب جايين للسعوديه للمره الاولى، اجتماع عمل او جلسه رومانسيه رايقه لاتفوت هالمكان
المنيو منوع وفيه اصناف من كل انحاء المملكه مطبوخه على مستوى عالي من الاحترافيه
سليق الطائف على اصوله فعلا طائفي
تمن حائل لذيذ
لحم مقلقل مع الكبده لو  ماتفضلون انهم مع بعض
لاتطلبونه
الديكور التجريدي للهويه السعوديه الفاخره والموسيقى بدون كلمات للاغاني السعوديه اعطت لذاذه وجو رائع للمكان

فخوره والف قبله للاجواء السعوديه الفخمة بهالمكان
راح  احجز لاجتماع عمل بهالمكان المميز
راح اجرب المره القادمه المفلق الحساوي بالروبيان ومغش السمك الجيزاني بحكم انها اطباق مميزه عندهم بترشيح الشيف

Such an extraordinary must-try Saudi Restaurant, especially if you are visiting Saudi for the first time!

The interior, the Saudi music and the different traditional Saudi dishes from all around the kingdom are worth the visit.
You need to make reservation and children are allowed ;)
The dishes are cooked by a professional cook; I am so proud. Next time I will book it for a business meeting.

Looking for a romantic evening, a business meeting or your friends wants to try Saudi dishes, don’t miss this place in Riyadh 😏🔥",1199,0,4,قبل 5 سنوات,لا,,2026-02-08
114,تقارير سياحية,5,قبل سنتين,استقبالهم وخدمتهم روعه ظافر احرجنا باخلاقه وتعامله وضيافته و تقديمه القهوه والحلى ومع اني جيت بدون حجز لكن لقيت مكان لان الوقت كان ما فيه زحام الاكل روعه وفوق ما توقعت بصراحه يستحق اكثر من خمس نجوم,197,0,4,قبل سنتين,لا,,2026-02-08
115,Ebtisam Yousef,3,تاريخ التعديل: قبل 5 سنوات,"مطعم اكل سعودي بطريقة مبتكره ديكوراته مستوحاه من البيئة السعوديه اجوائه حلوه للشباب او العايله او  زوار للبلد  جلسته رايقة
اكله لذيذ جدا بس اسعاره مرتفعه شوي
خيارات الحلى محدوده جدا كمية الاكل تعتبر قليله جدا مقارنة بالسعر خصوصا الكبسه😁صحن تحط فيه ملعقتين رز ماتعبي عيونا😂 بس للامانه بعد مادفعت الفاتوره دريت انك ممكن تطلب زيادة رز مجانا 😁😍

Instagram: ‏diva_memories20",369,0,4,تاريخ التعديل: قبل 5 سنوات,لا,,2026-02-08
116,mohammed alghamdi,6,قبل 5 سنوات,"مطعم للمأكولات السعودية الشعبية في مدينة الرياض
يقع على الدائري الشمالي
الجلسات الداخليه  قليله وغير مريحه  والديكورات متعبه للعين
لا يوجد خصوصيه بتاتا
طلبت منتو المدينه وكبيبة حائل وعيش حساوي وكباب ميرو

منتو المدينة 3/5 سعر عالي على طعم اقل من عادي

كبيبة حائل 4/5

عيش حساوي 1/5 لا يمت للعيش الحساوي بصله كمية القرفه لا تصدق

كباب ميرو 2/5 المفروض تسمى فلافل ميرو لا يحتوي على اللحم فقط برغل وطحينه",401,0,4,قبل 5 سنوات,لا,,2026-02-08
117,jojo1429aa,4,قبل 4 سنوات,"المكان رايق و هدوء والاستقبال ماشاءالله ذوق ولباقه
حجزت لشخصين عن طريق موقعهم
غداء كان
جميل الجو و الجلسات كنت حابه الجلسات الدور الارضي لكن للاسف مليانه كانت فجلسات بالدور الثاني
عموما المكان راقي جداً
جابوا ضيافه قرصان وصوص بطريقة حلوه حبيت
طلبنا كبيبة حايل و سلطة حبحب و تمن حايل و كبسة لحم واثنين بيبسي
و التخلية كانت خربز سهيل
كل الطلبات تجنن للامانه بس السلطه كلها جرجير و قليل فيها الحبحب و جبن الماعز

الحلا يجنن خورافي يفوز باحلى شي
اخر شي من المطعم يقدم لك بعد الوجبه قهوة عربي و لقيمات",496,0,4,قبل 4 سنوات,لا,,2026-02-08
118,amzoon,6,قبل 3 سنوات,للامانه زرته ع كلام وحده مدحته انا طلبت حنيذماعجبني ريحه اللحم كأنه مستورد مو فرش وطلبت هريس طعمه تمام بس كنه فريك  وقليل وغالي ب90 الديكور روعه كبيه اعطيها 5 بالميه وشكرا,171,0,4,قبل 3 سنوات,لا,,2026-02-08
119,ريم الغامدي,3,قبل 5 سنوات,"الديكور  ممتاز ورايق ...الجلسات مريحة والطعام لذيذ جدا ...متنوع بين مناطق المملكة ...الاسعار مرتفعة جدا
اسوأ مافيه الخدمة على الرغم ان النّدل لطيفين لكن لازم تصيد احدهم عشان يخدمك ...بمجرد ان يتم اجلاسك على طاولتك ينسونك تماما حتى تروح تنادي واحد منهم
نصيحة اذا عندك ضيف تستحي منه لاتروح به هناك",295,0,4,قبل 5 سنوات,لا,,2026-02-08
120,Bushra Alrshidi,5,قبل سنتين,"مكان عريب جدا ممزوج بين الماضي والحاضر ،والتصميم الشاعري البهي لطبيعة الاصول العربية.
جدا ممتنة للمصمم/ة والأيادي العاملة بالمطعم وشكرا لاختياركم للمضيف خلوق وممثل رائع لضيافة السعودية🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎. …",201,0,4,قبل سنتين,لا,,2026-02-08
121,HESSAH,6,قبل 3 سنوات,مكان أكثر من راائع جو المكان والأكل والاستقبال ورقي الموظفين وحسن تعاملهم خصوصا الموظف تركي الأسمري وكذاك الموظف الأسمر اللي يصب القهوة أعجز عن وصف رقيهم وتعاملهم ، طلباتنا كانت كبسة لحم ومغش ربيان جيزاني وسلطة قرع ومغش سمك جيزاني . فيه ملاحظة 🙄 غلط الموظف في تسجيل الطلب واعتذر بكل أدب وقال الطبق اللي جاكم بالغلط هدية وجابوا طلبنا زيادة عليه😍 الأكل كله 10/10 بدون مبالغة ، الجو بشكل عام كنك في عزيمة مو كأنك في مطعم يستقبلونك ببشاشة ويقهوونك ولما تخلص وجبتك يطيبونك بعود 🤤فيه أجمل من كذا 👌🏻,492,0,2,قبل 3 سنوات,لا,,2026-02-08
122,Bassmah,5,قبل 5 سنوات,"المكان جميل 😍
بيكون إضافه مميزه لمطاعم الرياض .. منيو وأطباق سعوديه بلمسه عصريه

والأكل كان جدا لذيذ 👌🏻
والموظف محمد القحطاني قمه في الاحترام  ماقصر الله يجزاه خير
يعطيه الف العافيه 👍🌹",184,0,4,قبل 5 سنوات,لا,,2026-02-08
123,Amal AlMalki,4,قبل 5 سنوات,المكان جميل وأنيق ويستحق الزياره والموظف توفيق كان جداً لبق ومقدم الطعام كان شاب سعودي⭐️مؤدب وشرح لنا الأصناف بالموجز المفيد ملاحظتي ان صحن السليق لازم يكون عميق أبداً مو صحيح كذا نص دجاجه على كمية قليلة جداً شكراً على الاستقبال والواجهه الحلوه لأي ضيف أجنبي لمملكتنا,267,0,4,قبل 5 سنوات,لا,,2026-02-08
124,AMG,5,قبل 4 سنوات,تجربة جدا مميزة مع المطبخ السعودي الفاخر بأيادي سعودية فخور جدا بتجربتي مع هذا المطعم اللذيذ والمميز 🔥 بعد الغداء قدمو لنا ضيافة لقيمات جدا لذيذة مع القهوة ❤️,158,0,4,قبل 4 سنوات,لا,,2026-02-08
125,FAHAD ALAJMI,5,قبل سنتين,رائع بكل ماتعنيه الكلمه اكل كل مناطق السعوديه عندهم فرش وحلو وديكورات جميلة شكرا من القلب والموظفين محترمين جدا خاصه زياد الشريف وصدف 🇰🇼❤️,138,0,4,قبل سنتين,لا,,2026-02-08
126,Sahab SA,5,قبل سنة,"مطعم بالمجمع يقدم طبخات شعبيه سعوديه بطريقة عصريه
طلب نفر حنيذ ، مغش سمك
خدمة وظيافة جميلة من الموظف 🤍
الذ حنيذ ممكن تجربونه",124,0,4,قبل سنة,لا,,2026-02-08
127,Anas AlSubhi,5,قبل 3 سنوات,"مطعم رائع يقدم اروع الاطباق السعودية بجودة عالية ..

تجربة العميل وأجواء المكان جميلة والخدمة اكثر من رائعة

شكراً سهيل ✨",121,0,4,قبل 3 سنوات,لا,,2026-02-08
128,Khadijah K,4,قبل سنتين,"اجواء المطعم رايقة مرة
طلبنا كان لشخصين

اول ما دخلنا ضيفونا قهوة عربية ولقيمات

طلبنا حنيذ عسيري مع ارز اعطيه ٨ من ١٠
الحنيذ لذيذ بس الرز احس ناقصه شي ممكن صوص عشان يعطيه نكهة لأن مافيه نكهة والكشنة عليه جداً قليلة ما تنشاف

وطلبنا منتو ٨ من ١٠ طعمه عادي

وعصير برتقال وبيبسي

شوي غالي صراحة مقارنة بكمية الأكل

الفاتورة ٢٧١ ريال",330,0,4,قبل سنتين,لا,,2026-02-08
129,RAG T,5,قبل 3 سنوات,اذا فيه اكثر من خمسه بعطي الديكور السعودي يجنن والمينو حبيت مره جربت المغش والقرصان لحم نجدي والمفلق الحساوي والتمن  والمطبق والسلطات كل شي يجنن الشاي بعد وطريقة التقديم مبدعين الخدمه تجنن والتعامل راقي ارجع له,210,0,4,قبل 3 سنوات,لا,,2026-02-08
130,N A,5,قبل 4 سنوات,رررررروعه المكان والاكل كل شي لذيذ والتقديم رائع والمضيفين بالمطعم قمه بالاخلاق فعلاً مكان يستلهل الزياره اكثر من مره والجلسات برا اتوقع بالليل تكون جميله,154,0,4,قبل 4 سنوات,لا,,2026-02-08
131,afnan,5,قبل سنتين,"مطعم سعودي بطريقة مُعاصرة

يجمع لكم عراقة المكان التراثي بنكهة المطبخ السعودي الفاخر  . الاكل لذيذ و الرز الحساوي 👍🏼",116,0,4,قبل سنتين,لا,,2026-02-08
132,المسافر,4,قبل 3 سنوات,"المطعم رائع يظهر الطابع السعودي بطريقه مبتكره وراقيه لو عندك صديق اجنبي جميل تعزمه فيه
الاسعار معقوله
التقديم مبتكر
الديكور سعودي مودرن
الذ الاطباق الكبيبه الحايليه",164,0,4,قبل 3 سنوات,لا,,2026-02-08
133,Meshari Reviews,6,قبل 4 سنوات,"الأطباق :
- سلطة قرع ٥٥ ريال
- سمبوسة لحم ٦٦ ريال
- كبيبة حائل ٦٠ ريال
- كباب ميرو على الطريقة الحجازية ٩٥ ريال
- جريش الرياض ٧٠ ريال
- عيش حساوي بالدجاج ١٠٥ ريال
- لحم مقلقل ٩٩ ريال

اسعار مرتفعة وكميات قليلة وطعم عادي",219,0,4,قبل 4 سنوات,لا,,2026-02-08
134,Abdullah al wadi,3,قبل 4 سنوات,مطعم جميل واكل لذيذ وموظفين قمة الاحترام والادب لكن كميات قليله جدا جدا بس لذيذه يعني تبي تنقنق احجز عندهم,106,0,4,قبل 4 سنوات,لا,,2026-02-08
135,Husain Alfaqih,5,قبل 4 سنوات,تجربة جميلة جداً … استقبال خدمات تقديم كل شي جميل .. صح الاسعار شوي عاليه بس تستاهل على الطعم اللذيذ …,102,0,3,قبل 4 سنوات,لا,,2026-02-08
136,memories,6,قبل 5 سنوات,"تم زيارة المطعم وطلبنا الاتي:-
- سلطة حبحب عادية
- كبيبة حايل حليوة …",69,0,4,قبل 5 سنوات,لا,,2026-02-08
137,Abdallah Mujathel,4,قبل 3 سنوات,"المكان راقي جدا
الخدمة متميزة والتقديم ممتاز جدا جدا
الأكل عادي إلى جيد جدا …",77,0,4,قبل 3 سنوات,لا,,2026-02-08
138,Moly Sa,5,قبل 4 سنوات,المطعم جداً جميل ورائع الديكور فخم والأكل لذيذ جربت الجريش رووووعه 10/10 والقرصان والكبسه والسلطات عندهم نوعين كلها رائعه 👌 والقهوه لذيذه الحلى جربته كله كنا مجموعه والكل يقول لذيذ واللقيمات ضيافه من عندهم والخدمه جداً جميله سواء بالحجز او داخل المطعم أسعارهم غاليه شوي بس يستاهلون 😍 زرته مرتين ولي رجعه ان شاءالله …,316,0,4,قبل 4 سنوات,لا,,2026-02-08
139,Manal Mohammed,3,قبل 4 سنوات,"زرته المكان من فترة
المكان جميل ورائع يفتح النفس فعلاً والتهوية فيه رائعة وشرح😍♥️
للأكل كان غير لذيييذ ما اعجبني ولا اعجب صديقتي ابداً …",136,0,4,قبل 4 سنوات,لا,,2026-02-08
140,Nada Ali,5,قبل 4 سنوات,من اجمل المطاعم بالرياض انا يمكن هذي زيارتي 8له من الذ ماذقته بس الاسعار مرتفعه  والسليق عندهم ادمان كما لفت نظري بشاشة وجمال اسلوب ورقي وجود الشاب الجميل عمر مما زادني فخرا انه ابن بلدي,186,0,4,قبل 4 سنوات,لا,,2026-02-08
141,Nedaa Abdullah,3,قبل 4 سنوات,بعد ما خلصت عشاي جيت اخذت شربت قهوتي و حلا يوم ميلادي عندهم. الجلسات داخلية و خارجية مطلة على البركة الصناعية من أحد الجهات.عدد الطاولات أقل بسبب الاحترازات أظن. قلت للويترز انو يوم ميلادي و ابي حلا كويس و لما جابوه لي كانو يغنون لي هابي بيرث داي😅..الإضاءة برا ممتازة للي حابين يقرون أو ما يحبون الإضاءة الخافتة.الضيافة عندهم لقيمات. …,335,0,4,قبل 4 سنوات,لا,,2026-02-08
142,fahad afandi,5,قبل 5 سنوات,من تدخل وحتى تجلس و انت تستمتع بالمناظر والديكور الداخلي للمطعم. بالفعل تعبو عليه. الاستقبال ودودين و العمال رائعين ومتعلمين الكلمات الترحيبية اللي تخص المجتمع السعودي. …,170,0,3,قبل 5 سنوات,لا,,2026-02-08
143,Nh Alotaipi,5,قبل 3 سنوات,"المطعم رايق وجميل بالعربي فخامه من الاخر  استقبلونا بالعود والقهوه السعوديه
الاستقبال راقي وتعامل الموظفين ارقى المكان جميل جداً ويوجه بالعزايم ،، يوجد غرفه خاصه لاكثر من ١٢ شخص …",179,0,4,قبل 3 سنوات,لا,,2026-02-08
144,,4,قبل 5 سنوات,"مطعم سهيل فكرة بسيطه مطعم يقدم الاكلات السعودية بطابع مطور في التقديم والمكان والفخامة

التقييم بعد التجربة كالآتي:
المطبخ ونوعية الأكل(سعودي ).
⭐⭐⭐⭐⭐الموقع وسهولة الوصول ...
⭐⭐⭐⭐️⭐النظافة ...
⭐⭐⭐     تنوع قائمة الطعام ...
⭐⭐️⭐️⭐⭐️     الأسعار  ...
⭐⭐⭐           سرعة تجهيز الطلب ...
⭐⭐⭐⭐️           الطعم ...
⭐⭐⭐⭐        الديكورات والجلسات ...
⭐⭐                مواقف خاصة بالمطعم ...
⭐⭐    كمية الأكل في الطبق الواحد ...
⭐⭐                 راحة المقاعد والطاولات ...

ملاحظات
🍽جلسات العوائل معزولة عن الأفراد
🍽يوجد عوازل (بارتيشن)❌
🍽يوجد موسيقى✅
🍽اضاءة داخلية متوسطة✅

🍽خدمة الحجز المسبق✅
🍽تسهيلات الدخول والتنقل لذوي الهمم✅
🍽وجود صور للأطباق في المنيو (حاليا بسبب الاوضاع  لجائحة كورونا لا اعتقد وجود ذلك وكان الطلب عن طريق مسح الباركود
🍽المنيو الكتروني✅
🍽جلسات خارجية للعوائل والأفراد✅
انصح فيها بالليل بتكون شرحة وجميله تم زيارته بالنهار ولكن اعنقد الجو بالليل بيكون اجمل وافضل اللي يهمه جو المكان على نوعية الاكل 😅

هذي طلباتي
⬇️

تجربه رائعه المكان جميل وشرح والديكور راقي
وهذي طلباتي
* برياني لحم انصح فيه كثير لذيذ بصراحه 😍
* السليق مع الدجاج جيد لا بأس فيها ولا يمنع من تجربتها اللي يحبون السليق
* سلطة سهيل بالبطيخ والجبن لذيذه لذيذه مره وانصح فيها فيها تداخل بالطعم حالي ومالح صحيح غريبه لكن لذيذه 😄
الكبيبة اقل من عاديه تجربتي الشخصيه في حال زيارتي للمطعم لا يمكن طلبها
الزياره كانت لشخصين 🙏🏼

سلبيات المطعم 😔

الطاولات قريبه لبعض
السعر يعتبر مرتفع كثير مقارنة بنوعية الطعام في مطاعم اخرى تقدم نفس الاطباق

هل سأكرر الزياره : لا أعتقد
هل أنصح بتجربته : نعم

بالعافيه عليكم جميعا ❤️",1494,0,4,,لا,,2026-02-08
145,,5,قبل 5 سنوات,"مطعم سعودي قالب وقالباً (سهيل )

مكان جداً رائع وساحر بديكوره يوحي لك بالصحراء وبيت شعر
وفيه موسيقى

حبيت المكان
جلسات متعدده
يفضل الحجز
بالنهار يسمح بالاطفال وبعد العشاء ممنوع دخول الاطفال
ترحيب سعودي اصيل عند الدخول والضيافه بالقهوه العربيه ❣️👌🏼
الطاقم سعودي وكلي فخر بهم ❣️
بالامكان رويه المطبخ والطباخين عبر جدار زجاجي بداخل بيت الشعر وهذا عجبني اكثر
الاكل اللي عجبني (لذيذذذذ) :
تمن حايلي
سلطه بالقرع
سمبوسه دجاج
حلا تشيز كيك حنيني

الدخول له من الشارع وهو اللي ما كان واضح للزوار طريقه فتحه وله باب من الخلف
فيه جلسات خارجيه بالخلف بتكون رائعه بالشتاء 👌🏼
بالتاكيد ساعيد الزياره",583,0,4,,لا,,2026-02-08
146,,4,قبل 4 سنوات,"الديكور خوووورافي 😍❤️❤️❤️ وتقديم الأكل يغرف العقل ومره يواااجه تعزم فيه غالي 🤩..

فيه جلسات بالدور الثاني وجلسات خارجية.
جلسنا بالطاوله الي بالمكان الي فيه درج يفتح النفس وافضل من جلسات الداخليه أغلبه ظلام.

طلباتنا كانت :
سليق 10/10  لذيذ🤩
جريش 10/10 ألّذ شي 🤩🤩
مرقوق عادي 4/10
كبيبة عاديه 5/10
سمبوسة لحم 10/10 اعجبتنا مره 🤩.
كباب ميرو عادي 5/10

الحلا:
حنيني تشيز كيك لذيذ 10/10 🤤
خربز سهيل عبارة عن كريمة بارده في فاكهة الي هو ( شمام ) والمكس عادي مره 5/10.
القهوة العربية لذيذه لكن كمية قليلة 😬.

وعندهم ضيّافة لقيمات لكل شخص 👍🏼.

أرجع له أكيد 😍😍 المكان سااحر 😍❤️❤️",570,0,4,,لا,,2026-02-08
147,mohammed fahad,4,تاريخ التعديل: قبل 3 سنوات,"الزيارة كانت ظهر الاربعاء وفي هذا الوقت لايوجد زحام، المطعم يقدم مأكولات شعبية من مناطق متعددة في المملكة بلمسة عصرية.

التقييم:
الجودة والكمية: ١٠/٨
الديكور والنظافة: ١٠/١٠
الاستقبال والتقديم: ١٠/٩

الطلبات:
حنيذ عسيري
مفلق حساوي
شاي احمر
مياه صغيرة

الفاتورة: ٣٠٠ ريال

الملاحظات:
*الاسعار مرتفعة
*يوجد موسيقى",311,0,3,تاريخ التعديل: قبل 3 سنوات,لا,,2026-02-08
148,,4,تاريخ التعديل: قبل 3 سنوات,"الزيارة كانت ظهر الاربعاء وفي هذا الوقت لايوجد زحام، المطعم يقدم مأكولات شعبية من مناطق متعددة في المملكة بلمسة عصرية.

التقييم:
الجودة والكمية: ١٠/٨
الديكور والنظافة: ١٠/١٠
الاستقبال والتقديم: ١٠/٩

الطلبات:
حنيذ عسيري
مفلق حساوي
شاي احمر
مياه صغيرة

الفاتورة: ٣٠٠ ريال

الملاحظات:
*الاسعار مرتفعة
*يوجد موسيقى",311,0,3,,لا,,2026-02-08
149,Manar,5,قبل 4 سنوات,"طابع المكان جداً جميل ومميز ، الديكور يخليك عايش جو عربي خيالي. الشخص اللي صمم المطعم فنان ماشاء الله!

الخدمة سريعة وممتازة ، واصوات الموسيقى العربية الشرقية رايقة.

طلبنا حلى حنيني تشيز كيك (مرا لذيذ) ، وضيفونا قهوة عربية ولقيمات؛ احلى حاجة انه ماكانت شاربه زيت وحلاها خفيف. شكراً على بادرتكم اللطيفة.",303,0,4,قبل 4 سنوات,لا,,2026-02-08
150,,5,قبل 4 سنوات,"طابع المكان جداً جميل ومميز ، الديكور يخليك عايش جو عربي خيالي. الشخص اللي صمم المطعم فنان ماشاء الله!

الخدمة سريعة وممتازة ، واصوات الموسيقى العربية الشرقية رايقة.

طلبنا حلى حنيني تشيز كيك (مرا لذيذ) ، وضيفونا قهوة عربية ولقيمات؛ احلى حاجة انه ماكانت شاربه زيت وحلاها خفيف. شكراً على بادرتكم اللطيفة.",303,0,4,,لا,,2026-02-08
151,,4,قبل 3 سنوات,"السلام عليكم ورحمة الله وبركاته

أصدقاء مطاعم الرياض ، اليوم تجربتي في ســهيل

""مطعم يقدم أطباق سعودية شعبية من مختلف مناطق المملكة بشكل عصري فخم هذا بشكل عام""

•الأكل معروف للسعودين فالسعر طبيعي بيكون غالي جدًا لإن الاطباق الي عندهم تلقاها في أماكن كثيرة بسعر رخيص و جودة ممتازة

•في المطعم دورين + جلسات خارجية و مناسب للعوائل و ترحابهم فيك من دخولك الى خروجك ممتاز و جميل

•مطعم سهيل حلو لو تبي تجيب له أجانب و هذا الي صاير وقت تواجدي فيه كل الي موجودين أجانب مع سعودين يشرحون لهم الأطباق و يشجعوهم يذوقوها

•بنسبة لي التجربة ممكن تتكرر بعد مدة بسبب الأسعار بس اناقة المكان و الترحيب تستحق جية ثانية بعد فترة",611,0,4,,لا,,2026-02-08
152,Dr.N A A,5,قبل 5 سنوات,"This resturant became one of my favorite Saudi food restaurant . The saleeq, Jareesh, the meat shoulder and kubibat hail were super delicious. The restaurant and classic  and family friendly.
أصبح هذا المطعم من أحد افضل  مطاعم الاكل السعودي. كان السليق والجريش وكتف اللحم و كبيبة حائل لذيذة للغاية. المكان أنيق ومناسب  للعائلة.",327,0,3,قبل 5 سنوات,لا,,2026-02-08
153,,5,قبل 5 سنوات,"This resturant became one of my favorite Saudi food restaurant . The saleeq, Jareesh, the meat shoulder and kubibat hail were super delicious. The restaurant and classic  and family friendly.
أصبح هذا المطعم من أحد افضل  مطاعم الاكل السعودي. كان السليق والجريش وكتف اللحم و كبيبة حائل لذيذة للغاية. المكان أنيق ومناسب  للعائلة.",327,0,3,,لا,,2026-02-08
154,Aminao0oo,5,تاريخ التعديل: قبل 3 سنوات,"من أجمل وأرقى المطاعم السعودية👌🏻🇸🇦
الديكور رهييب ومقدمين الخدمه تعاملهم جدا راقي ..
الاكل لذيذ جدا ومقدم بطريقه مبتكر لاطباقنا السعودية الاصيلة ..
اكرر الزيارة اكيد✅..
@suhail_saudi",181,0,4,تاريخ التعديل: قبل 3 سنوات,لا,,2026-02-08
155,,5,تاريخ التعديل: قبل 3 سنوات,"من أجمل وأرقى المطاعم السعودية👌🏻🇸🇦
الديكور رهييب ومقدمين الخدمه تعاملهم جدا راقي ..
الاكل لذيذ جدا ومقدم بطريقه مبتكر لاطباقنا السعودية الاصيلة ..
اكرر الزيارة اكيد✅..
@suhail_saudi",181,0,4,,لا,,2026-02-08
156,,3,قبل 3 سنوات,"الموقع جيد من حيث سهولة الوصول
الديكور و الراحة جيد عدا السقف الاحمر
الجلسات الخارجية روعة
الأكل حسب الطبق بعضها ممتاز و بعضها عادي
الأسعار 🔥  و بعد السؤال ما اقنعني التبرير
حبيت السليق الطايفي و الرز الحساوي
كمية الأكل قليلة في الطبق
ما أعتقد أكرر التجربة مرة ثانية",266,0,4,,لا,,2026-02-08
157,Nahla Suliman,4,قبل 5 سنوات,"مطعم شعبي بطابع عصري ..
الجلسات و الخدمة جميلة
تارت الحنيني لذيذ و مبتكر اعجبني جدا و اللقيمات حلوه بس تحتاج تصغير 😅
الاكل بصفة عامة لذيذ لكن كميته قليله جدا مقارنه بالسعر المرتفع
فيه موسيقى و الجلسات داخلية و خارجية",216,0,4,قبل 5 سنوات,لا,,2026-02-08
158,,4,قبل 5 سنوات,"مطعم شعبي بطابع عصري ..
الجلسات و الخدمة جميلة
تارت الحنيني لذيذ و مبتكر اعجبني جدا و اللقيمات حلوه بس تحتاج تصغير 😅
الاكل بصفة عامة لذيذ لكن كميته قليله جدا مقارنه بالسعر المرتفع
فيه موسيقى و الجلسات داخلية و خارجية",216,0,4,,لا,,2026-02-08
159,تجاربي,3,قبل 4 سنوات,"مطعم يقدم الاطباق السعودي من عدة مناطق بطريقه مبتكره
‏حبيت المكان جدا جميل والاجواء خرافيه ..
‏حبيت طريقة التقديم ..
‏جربت
‏شوربة بطاطس حلوة
‏سلطة حبحب
‏كبيبة حائليه
‏منتو المدينه
‏مطبق
‏سليق طائفي
‏كباب ميرو
‏المفلق الحساوي
‏الحنيذ العسيري",240,0,4,قبل 4 سنوات,لا,,2026-02-08
160,,3,قبل 4 سنوات,"مطعم يقدم الاطباق السعودي من عدة مناطق بطريقه مبتكره
‏حبيت المكان جدا جميل والاجواء خرافيه ..
‏حبيت طريقة التقديم ..
‏جربت
‏شوربة بطاطس حلوة
‏سلطة حبحب
‏كبيبة حائليه
‏منتو المدينه
‏مطبق
‏سليق طائفي
‏كباب ميرو
‏المفلق الحساوي
‏الحنيذ العسيري",240,0,4,,لا,,2026-02-08
