id,user_name,rating,date,text,review_length,likes,photo_count,user_info,has_owner_reply,reply_text,scraped_date
161,Bndr,4,قبل 5 سنوات,"مطعم سعودي فاخر مميز ب (بعض الأكلات السعودية) على الطريقة العالمية
اهم ما جذبني وافتخر به.. وجود طاقم شباب سعودي كامل من دخولك للباب وحتى حساب الفاتورة..
قد يعيبه ارتفاع الأسعار.. ولكن مستوى المطعم كما ذكرت مصنف ضمن المطاعم العالمية الراقية
يفضّل الحجز عن طريق تطبيق my table او الاتصال",286,0,4,قبل 5 سنوات,لا,,2026-02-08
162,,4,قبل 5 سنوات,"مطعم سعودي فاخر مميز ب (بعض الأكلات السعودية) على الطريقة العالمية
اهم ما جذبني وافتخر به.. وجود طاقم شباب سعودي كامل من دخولك للباب وحتى حساب الفاتورة..
قد يعيبه ارتفاع الأسعار.. ولكن مستوى المطعم كما ذكرت مصنف ضمن المطاعم العالمية الراقية
يفضّل الحجز عن طريق تطبيق my table او الاتصال",286,0,4,,لا,,2026-02-08
163,Asma Alsalem,3,قبل 5 سنوات,"مطعم يقدم أكلات سعودية شعبية بطريقة فاخرة وجميلة... الاستقبال رائع، والشباب السعوديين قمة في الأخلاق والرقي والأدب والاحترافية العالية... ديكور المكان مبهر وأخاذ وجميل جداً.
من ناحية الأكل مخيب للآمال صراحة، الأكل يوصلنا ""فاتر"" مب حار وقطع اللحم غريبة كأنها منتفه وأغلبها عظم.
الأسعار مرتفعة جداً جداً جداً جداً.",312,0,3,قبل 5 سنوات,لا,,2026-02-08
164,,3,قبل 5 سنوات,"مطعم يقدم أكلات سعودية شعبية بطريقة فاخرة وجميلة... الاستقبال رائع، والشباب السعوديين قمة في الأخلاق والرقي والأدب والاحترافية العالية... ديكور المكان مبهر وأخاذ وجميل جداً.
من ناحية الأكل مخيب للآمال صراحة، الأكل يوصلنا ""فاتر"" مب حار وقطع اللحم غريبة كأنها منتفه وأغلبها عظم.
الأسعار مرتفعة جداً جداً جداً جداً.",312,0,3,,لا,,2026-02-08
165,,5,قبل 4 سنوات,"سهيل

موقعه : النخيل "" طريق الدائري الشمالي ""

الاستقبال رائع و الخدمة ممتازة ❤️😍
و المكان ديكوره مميز و عربي 😍❤️ يعيشك جو مختلف ❤️
و فيه جلسات داخليه دورين و خارجية ..

قدمو لنا ضيافة

طلباتنا

الحنيذ العسيري 145 ريال
لذذذيذ 🤤♥️

تمن حائل بـ 80 ريال لذيذ
جريش الرياض بـ 80 ريال لذيذ
رز حساوي اظن انه مع اللحم جاي 🤣👀
كبيبة حائل بـ 65 ريال لذيذه
مطبق بالخضار بـ 52 ريال عادي 😅
عصير أناناس بـ 47 ريال

و في النهاية تم تقديم لنا لقيمات و قهوة عربية ضيافة منهم 😅❤️القهوة مضبوطه و اللقيمات عادية 🤭

و سألتني اذا مرتاحين في المكان و اذا نحتاج كرسي اطفال ..

يوجد موسيقى
مسموح الاطفال
يحتاج حجز
حسابهم : ‏@suhail_saudi",611,0,4,,لا,,2026-02-08
166,,5,قبل 3 سنوات,"مطعم جميل ورائع ولذيذ طلباتنا
سليق طائفي 10/10
كبيية حائل زي ورق العنب 10/10
سلطة حبحب 10/20
كلها جميله جدا
واشكر كل الشكر
الاخت مشاعل استقبالها اكثر من رائع وبنت خلوقه وقمة بالاحترام اتمنى استمرارها بهذا المكان ونشوفها بالأعلى يارب
اخيرا لنا عوده لكم بإذن الله

سنعوووود",271,0,4,,لا,,2026-02-08
167,,4,قبل 3 سنوات,"تجربتي لمطعم سهيل
المكان: جميل الديكور 👌🏻التعامل رائع
الجلسات: بدون بارتيشن ، الخارجية روعة
الاكل: ممتاز ⭐️ نكهة اكل بيت بس التقديم فاخر
للاسف يوجد موسيقى 💔👎🏻",158,0,4,,لا,,2026-02-08
168,,5,قبل 3 سنوات,"حقيقة مطعم رائع
الاكل ممتاز ولذيذ وكان طلبي كالاتي:
سلطة
مغش السمك الجيزاني مع الرز
عيش حساوي بالدجاج

ديكوره وجلساته ممتازة وجميله ومريحة
والموظفين جيدين
ويستحق الزيارة

يفضل الاتصال من اجل الحجز بدلا من تاتي وتنتظر

‎‎9200 02690",230,0,4,,لا,,2026-02-08
169,,5,قبل 5 سنوات,"مطعم يترجملك فخامه السعوديه❤️
يحتاج حجز ومسموح الاطفال
اهتمام بأدق التفاصيل
لو مشتاق للاكل السعودي، عندك اصحاب جايين للسعوديه للمره الاولى، اجتماع عمل او جلسه رومانسيه رايقه لاتفوت هالمكان
المنيو منوع وفيه اصناف من كل انحاء المملكه مطبوخه على مستوى عالي من الاحترافيه
سليق الطائف على اصوله فعلا طائفي
تمن حائل لذيذ
لحم مقلقل مع الكبده لو  ماتفضلون انهم مع بعض
لاتطلبونه
الديكور التجريدي للهويه السعوديه الفاخره والموسيقى بدون كلمات للاغاني السعوديه اعطت لذاذه وجو رائع للمكان

فخوره والف قبله للاجواء السعوديه الفخمة بهالمكان
راح  احجز لاجتماع عمل بهالمكان المميز
راح اجرب المره القادمه المفلق الحساوي بالروبيان ومغش السمك الجيزاني بحكم انها اطباق مميزه عندهم بترشيح الشيف

Such an extraordinary must-try Saudi Restaurant, especially if you are visiting Saudi for the first time!

The interior, the Saudi music and the different traditional Saudi dishes from all around the kingdom are worth the visit.
You need to make reservation and children are allowed ;)
The dishes are cooked by a professional cook; I am so proud. Next time I will book it for a business meeting.

Looking for a romantic evening, a business meeting or your friends wants to try Saudi dishes, don’t miss this place in Riyadh 😏🔥",1199,0,4,,لا,,2026-02-08
170,منى عبدالله,5,قبل سنتين,"من افخم المطاعم اللي زرتها
الاكل لذيذذ التقديم مررره مميز خدمتهم جداً سريعه والموظفين بشوشين
طلبت منهم حنيذ عسيري وكبيبه حايليه ومنتو ومفلق
كل طبق احلى من الثاني
ارجع له مرتين وثلاث بعد",185,0,4,قبل سنتين,لا,,2026-02-08
171,,5,قبل سنتين,"من افخم المطاعم اللي زرتها
الاكل لذيذذ التقديم مررره مميز خدمتهم جداً سريعه والموظفين بشوشين
طلبت منهم حنيذ عسيري وكبيبه حايليه ومنتو ومفلق
كل طبق احلى من الثاني
ارجع له مرتين وثلاث بعد",185,0,4,,لا,,2026-02-08
172,,5,قبل سنتين,استقبالهم وخدمتهم روعه ظافر احرجنا باخلاقه وتعامله وضيافته و تقديمه القهوه والحلى ومع اني جيت بدون حجز لكن لقيت مكان لان الوقت كان ما فيه زحام الاكل روعه وفوق ما توقعت بصراحه يستحق اكثر من خمس نجوم,197,0,4,,لا,,2026-02-08
173,,3,تاريخ التعديل: قبل 5 سنوات,"مطعم اكل سعودي بطريقة مبتكره ديكوراته مستوحاه من البيئة السعوديه اجوائه حلوه للشباب او العايله او  زوار للبلد  جلسته رايقة
اكله لذيذ جدا بس اسعاره مرتفعه شوي
خيارات الحلى محدوده جدا كمية الاكل تعتبر قليله جدا مقارنة بالسعر خصوصا الكبسه😁صحن تحط فيه ملعقتين رز ماتعبي عيونا😂 بس للامانه بعد مادفعت الفاتوره دريت انك ممكن تطلب زيادة رز مجانا 😁😍

Instagram: ‏diva_memories20",369,0,4,,لا,,2026-02-08
174,,4,قبل 4 سنوات,"المكان رايق و هدوء والاستقبال ماشاءالله ذوق ولباقه
حجزت لشخصين عن طريق موقعهم
غداء كان
جميل الجو و الجلسات كنت حابه الجلسات الدور الارضي لكن للاسف مليانه كانت فجلسات بالدور الثاني
عموما المكان راقي جداً
جابوا ضيافه قرصان وصوص بطريقة حلوه حبيت
طلبنا كبيبة حايل و سلطة حبحب و تمن حايل و كبسة لحم واثنين بيبسي
و التخلية كانت خربز سهيل
كل الطلبات تجنن للامانه بس السلطه كلها جرجير و قليل فيها الحبحب و جبن الماعز

الحلا يجنن خورافي يفوز باحلى شي
اخر شي من المطعم يقدم لك بعد الوجبه قهوة عربي و لقيمات",496,0,4,,لا,,2026-02-08
175,,3,قبل 5 سنوات,"الديكور  ممتاز ورايق ...الجلسات مريحة والطعام لذيذ جدا ...متنوع بين مناطق المملكة ...الاسعار مرتفعة جدا
اسوأ مافيه الخدمة على الرغم ان النّدل لطيفين لكن لازم تصيد احدهم عشان يخدمك ...بمجرد ان يتم اجلاسك على طاولتك ينسونك تماما حتى تروح تنادي واحد منهم
نصيحة اذا عندك ضيف تستحي منه لاتروح به هناك",295,0,4,,لا,,2026-02-08
176,,5,قبل سنتين,"مكان عريب جدا ممزوج بين الماضي والحاضر ،والتصميم الشاعري البهي لطبيعة الاصول العربية.
جدا ممتنة للمصمم/ة والأيادي العاملة بالمطعم وشكرا لاختياركم للمضيف خلوق وممثل رائع لضيافة السعودية🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎. …",201,0,4,,لا,,2026-02-08
177,,5,قبل 5 سنوات,"المكان جميل 😍
بيكون إضافه مميزه لمطاعم الرياض .. منيو وأطباق سعوديه بلمسه عصريه

والأكل كان جدا لذيذ 👌🏻
والموظف محمد القحطاني قمه في الاحترام  ماقصر الله يجزاه خير
يعطيه الف العافيه 👍🌹",184,0,4,,لا,,2026-02-08
178,,4,قبل 5 سنوات,المكان جميل وأنيق ويستحق الزياره والموظف توفيق كان جداً لبق ومقدم الطعام كان شاب سعودي⭐️مؤدب وشرح لنا الأصناف بالموجز المفيد ملاحظتي ان صحن السليق لازم يكون عميق أبداً مو صحيح كذا نص دجاجه على كمية قليلة جداً شكراً على الاستقبال والواجهه الحلوه لأي ضيف أجنبي لمملكتنا,267,0,4,,لا,,2026-02-08
179,,5,قبل 4 سنوات,تجربة جدا مميزة مع المطبخ السعودي الفاخر بأيادي سعودية فخور جدا بتجربتي مع هذا المطعم اللذيذ والمميز 🔥 بعد الغداء قدمو لنا ضيافة لقيمات جدا لذيذة مع القهوة ❤️,158,0,4,,لا,,2026-02-08
180,,5,قبل سنتين,رائع بكل ماتعنيه الكلمه اكل كل مناطق السعوديه عندهم فرش وحلو وديكورات جميلة شكرا من القلب والموظفين محترمين جدا خاصه زياد الشريف وصدف 🇰🇼❤️,138,0,4,,لا,,2026-02-08
181,,5,قبل سنة,"مطعم بالمجمع يقدم طبخات شعبيه سعوديه بطريقة عصريه
طلب نفر حنيذ ، مغش سمك
خدمة وظيافة جميلة من الموظف 🤍
الذ حنيذ ممكن تجربونه",124,0,4,,لا,,2026-02-08
182,,5,قبل 3 سنوات,"مطعم رائع يقدم اروع الاطباق السعودية بجودة عالية ..

تجربة العميل وأجواء المكان جميلة والخدمة اكثر من رائعة

شكراً سهيل ✨",121,0,4,,لا,,2026-02-08
183,,4,قبل سنتين,"اجواء المطعم رايقة مرة
طلبنا كان لشخصين

اول ما دخلنا ضيفونا قهوة عربية ولقيمات

طلبنا حنيذ عسيري مع ارز اعطيه ٨ من ١٠
الحنيذ لذيذ بس الرز احس ناقصه شي ممكن صوص عشان يعطيه نكهة لأن مافيه نكهة والكشنة عليه جداً قليلة ما تنشاف

وطلبنا منتو ٨ من ١٠ طعمه عادي

وعصير برتقال وبيبسي

شوي غالي صراحة مقارنة بكمية الأكل

الفاتورة ٢٧١ ريال",330,0,4,,لا,,2026-02-08
184,,5,قبل 3 سنوات,اذا فيه اكثر من خمسه بعطي الديكور السعودي يجنن والمينو حبيت مره جربت المغش والقرصان لحم نجدي والمفلق الحساوي والتمن  والمطبق والسلطات كل شي يجنن الشاي بعد وطريقة التقديم مبدعين الخدمه تجنن والتعامل راقي ارجع له,210,0,4,,لا,,2026-02-08
185,,5,قبل 4 سنوات,رررررروعه المكان والاكل كل شي لذيذ والتقديم رائع والمضيفين بالمطعم قمه بالاخلاق فعلاً مكان يستلهل الزياره اكثر من مره والجلسات برا اتوقع بالليل تكون جميله,154,0,4,,لا,,2026-02-08
186,,5,قبل سنتين,"مطعم سعودي بطريقة مُعاصرة

يجمع لكم عراقة المكان التراثي بنكهة المطبخ السعودي الفاخر  . الاكل لذيذ و الرز الحساوي 👍🏼",116,0,4,,لا,,2026-02-08
187,,4,قبل 3 سنوات,"المطعم رائع يظهر الطابع السعودي بطريقه مبتكره وراقيه لو عندك صديق اجنبي جميل تعزمه فيه
الاسعار معقوله
التقديم مبتكر
الديكور سعودي مودرن
الذ الاطباق الكبيبه الحايليه",164,0,4,,لا,,2026-02-08
188,,3,قبل 4 سنوات,مطعم جميل واكل لذيذ وموظفين قمة الاحترام والادب لكن كميات قليله جدا جدا بس لذيذه يعني تبي تنقنق احجز عندهم,106,0,4,,لا,,2026-02-08
189,,5,قبل 4 سنوات,تجربة جميلة جداً … استقبال خدمات تقديم كل شي جميل .. صح الاسعار شوي عاليه بس تستاهل على الطعم اللذيذ …,102,0,3,,لا,,2026-02-08
190,,4,قبل 3 سنوات,"المكان راقي جدا
الخدمة متميزة والتقديم ممتاز جدا جدا
الأكل عادي إلى جيد جدا …",77,0,4,,لا,,2026-02-08
191,,5,قبل 4 سنوات,المطعم جداً جميل ورائع الديكور فخم والأكل لذيذ جربت الجريش رووووعه 10/10 والقرصان والكبسه والسلطات عندهم نوعين كلها رائعه 👌 والقهوه لذيذه الحلى جربته كله كنا مجموعه والكل يقول لذيذ واللقيمات ضيافه من عندهم والخدمه جداً جميله سواء بالحجز او داخل المطعم أسعارهم غاليه شوي بس يستاهلون 😍 زرته مرتين ولي رجعه ان شاءالله …,316,0,4,,لا,,2026-02-08
192,,3,قبل 4 سنوات,"زرته المكان من فترة
المكان جميل ورائع يفتح النفس فعلاً والتهوية فيه رائعة وشرح😍♥️
للأكل كان غير لذيييذ ما اعجبني ولا اعجب صديقتي ابداً …",136,0,4,,لا,,2026-02-08
193,,5,قبل 4 سنوات,من اجمل المطاعم بالرياض انا يمكن هذي زيارتي 8له من الذ ماذقته بس الاسعار مرتفعه  والسليق عندهم ادمان كما لفت نظري بشاشة وجمال اسلوب ورقي وجود الشاب الجميل عمر مما زادني فخرا انه ابن بلدي,186,0,4,,لا,,2026-02-08
194,,3,قبل 4 سنوات,بعد ما خلصت عشاي جيت اخذت شربت قهوتي و حلا يوم ميلادي عندهم. الجلسات داخلية و خارجية مطلة على البركة الصناعية من أحد الجهات.عدد الطاولات أقل بسبب الاحترازات أظن. قلت للويترز انو يوم ميلادي و ابي حلا كويس و لما جابوه لي كانو يغنون لي هابي بيرث داي😅..الإضاءة برا ممتازة للي حابين يقرون أو ما يحبون الإضاءة الخافتة.الضيافة عندهم لقيمات. …,335,0,4,,لا,,2026-02-08
195,,5,قبل 5 سنوات,من تدخل وحتى تجلس و انت تستمتع بالمناظر والديكور الداخلي للمطعم. بالفعل تعبو عليه. الاستقبال ودودين و العمال رائعين ومتعلمين الكلمات الترحيبية اللي تخص المجتمع السعودي. …,170,0,3,,لا,,2026-02-08
196,,5,قبل 3 سنوات,"المطعم رايق وجميل بالعربي فخامه من الاخر  استقبلونا بالعود والقهوه السعوديه
الاستقبال راقي وتعامل الموظفين ارقى المكان جميل جداً ويوجه بالعزايم ،، يوجد غرفه خاصه لاكثر من ١٢ شخص …",179,0,4,,لا,,2026-02-08
197,Maymonah AS,4,قبل 5 سنوات,"الاكل جداً لذيذ خصوصا المنتو والمفلق الحساوي،
الخدمة جيده جداً تعامل المضيفين رائع والجميل ان معظمهم سعوديين، الاسعار متوقعه جداً ومقبوله لمطعم بهذا التصنيف، الكميات جيده جدا ومشبعة.

للي بيزوره قهوه ما فيه خيارات كثير للحلا بس الجلسات جميلة جداً واعتقد انه يستحق الزيارة ولو مره.

الي ضايقني هو ان ما فيه محور حركه واحد فا وين ما جلست ممكن الناس تمر من جنبك او تصورك، وايضاً منطقة الانتظار مره قريبه من الجلسات ويكون الوضع شوي مزعج للي جالسين اتمنى لو فيه طريقة تعطي الجالسين خصوصيه افضل وهدوء اكثر.",500,0,4,قبل 5 سنوات,لا,,2026-02-08
198,,4,قبل 5 سنوات,"الاكل جداً لذيذ خصوصا المنتو والمفلق الحساوي،
الخدمة جيده جداً تعامل المضيفين رائع والجميل ان معظمهم سعوديين، الاسعار متوقعه جداً ومقبوله لمطعم بهذا التصنيف، الكميات جيده جدا ومشبعة.

للي بيزوره قهوه ما فيه خيارات كثير للحلا بس الجلسات جميلة جداً واعتقد انه يستحق الزيارة ولو مره.

الي ضايقني هو ان ما فيه محور حركه واحد فا وين ما جلست ممكن الناس تمر من جنبك او تصورك، وايضاً منطقة الانتظار مره قريبه من الجلسات ويكون الوضع شوي مزعج للي جالسين اتمنى لو فيه طريقة تعطي الجالسين خصوصيه افضل وهدوء اكثر.",500,0,4,,لا,,2026-02-08
199,A,5,قبل 4 سنوات,اول شى لفت نظري حسن الاستقبال وصلت قبل صديقاتي استقبلوني استقبال حسن وضيفوني بقهوة عربي كان طعمها مضبوط بالمخ، ثانيًا الديكور روعة صراحة فكرة ابداعية ، الحلا كان لذيذ. وغريب,173,0,4,قبل 4 سنوات,لا,,2026-02-08
200,NORAH MAPS,5,قبل سنتين,"المطعم يقدم الاكلات السعودية والشعبية
كانت تجربة رائعة
الاكل لذذذذذذيذ جداً 😋 …",79,0,4,قبل سنتين,لا,,2026-02-08
201,Nuha AlZahrani,3,قبل 4 سنوات,"عطيتك ثلاث نجمات عشان الحو العام جميل وكانوا جايبيبن فرقه لليوم الوطني المطعم جلساته واجواءه جميله
بالنسبه لجودة الاكل ولذته عني مااكرر التجربه جداً مرتفع السعر بالنسبه لجودة …",176,0,4,قبل 4 سنوات,لا,,2026-02-08
202,Walaa,6,قبل 5 سنوات,"مطعم سعودي عصري وسبب انه عصري هو الاثاث والصحون وطريقة التقديم ولا يوجد اي شي جديد في الطعم (النكهة) ، ماضبطو النكهات واكلهم اقل من العادي
يعني كمثال على فقدانهم النكهة سلطتهم حقت الجح تفتقر للمكونات ولايوجد عليها صلصة …",220,0,3,قبل 5 سنوات,لا,,2026-02-08
203,tahani M,3,قبل سنة,المطعم  اطباقه سعوديه اجواءه جميله جداً اكلهم عادي نسيت اصوره من الجوع طلبنا مفلق حساوي كان جيد وسليق وسلطه الاكل جيد وكبيبه حبيتها,131,0,3,قبل سنة,لا,,2026-02-08
204,SULTAN AL RUMAYH,3,قبل 5 سنوات,اعتقد المطعم يفتقد الكادر البشري على الرغم من قلة المضيفين الا انهم نشيطين و يحاولون يخدمون الكل …,98,0,4,قبل 5 سنوات,لا,,2026-02-08
205,عبدالرحمن الخرجي,4,قبل 5 سنوات,"مطعم مميز في كل شي . الديكورات والطاقم الطاولات والكراسي مريحة للجلسة.
الاكل لاول مرة اجد الاكل السعودي على اصولة الطعم وفن التقديم.
بالاخير يودعونك بضيافة .
شكرا شكرا",167,0,4,قبل 5 سنوات,لا,,2026-02-08
206,ريم الصالح,5,قبل سنة,الحنيذ لذيييذ معاه رز وزبادي وطحينيه وعسل وأول مره اجربه مع العسل لذيذ لذيذ بس عيب المطعم باااارد الأكل يبرد بسرعه 😂 …,118,0,4,قبل سنة,لا,,2026-02-08
207,,5,قبل 4 سنوات,اول شى لفت نظري حسن الاستقبال وصلت قبل صديقاتي استقبلوني استقبال حسن وضيفوني بقهوة عربي كان طعمها مضبوط بالمخ، ثانيًا الديكور روعة صراحة فكرة ابداعية ، الحلا كان لذيذ. وغريب,173,0,4,,لا,,2026-02-08
208,,5,قبل سنتين,"المطعم يقدم الاكلات السعودية والشعبية
كانت تجربة رائعة
الاكل لذذذذذذيذ جداً 😋 …",79,0,4,,لا,,2026-02-08
209,,3,قبل 4 سنوات,"عطيتك ثلاث نجمات عشان الحو العام جميل وكانوا جايبيبن فرقه لليوم الوطني المطعم جلساته واجواءه جميله
بالنسبه لجودة الاكل ولذته عني مااكرر التجربه جداً مرتفع السعر بالنسبه لجودة …",176,0,4,,لا,,2026-02-08
210,,3,قبل سنة,المطعم  اطباقه سعوديه اجواءه جميله جداً اكلهم عادي نسيت اصوره من الجوع طلبنا مفلق حساوي كان جيد وسليق وسلطه الاكل جيد وكبيبه حبيتها,131,0,3,,لا,,2026-02-08
211,,3,قبل 5 سنوات,اعتقد المطعم يفتقد الكادر البشري على الرغم من قلة المضيفين الا انهم نشيطين و يحاولون يخدمون الكل …,98,0,4,,لا,,2026-02-08
212,,4,قبل 5 سنوات,"مطعم مميز في كل شي . الديكورات والطاقم الطاولات والكراسي مريحة للجلسة.
الاكل لاول مرة اجد الاكل السعودي على اصولة الطعم وفن التقديم.
بالاخير يودعونك بضيافة .
شكرا شكرا",167,0,4,,لا,,2026-02-08
213,,5,قبل سنة,الحنيذ لذيييذ معاه رز وزبادي وطحينيه وعسل وأول مره اجربه مع العسل لذيذ لذيذ بس عيب المطعم باااارد الأكل يبرد بسرعه 😂 …,118,0,4,,لا,,2026-02-08
214,AG Al,5,قبل 5 أشهر,"مطعم سعودي يقدم اطباق شعبية من جميع المناطق السعودية
‏الجلسات الخارجية رايقة جدا خاصة الفترة هذي
‏⁦‪",100,0,4,قبل 5 أشهر,لا,,2026-02-08
215,,5,قبل 5 أشهر,"مطعم سعودي يقدم اطباق شعبية من جميع المناطق السعودية
‏الجلسات الخارجية رايقة جدا خاصة الفترة هذي
‏⁦‪",100,0,4,,لا,,2026-02-08
216,abdulhameed alzahrani,6,قبل 5 أشهر,للأسف أنا زرت مطعم صهيل قبل ثلاث سنوات وكان فعلا راااااائع من ناحيه الاكل خصيصا كان لذيذ جدا جدا ولكن وللأسف زرته اليوم والأكل كان سيء اللحم واضح انه ماهو طازج الكبة واضح انها من اكثر من شهور في الفريزر ويابسه جدا لدرجه اني رفضتها ورجعتها السعر مبااااااالغ فيه جدا مقارنه بمستوى الاكل,284,0,0,قبل 5 أشهر,لا,,2026-02-08
217,تُقَى م. ع (‪Toqamaa‬‏),4,قبل 6 أشهر,"مطعم سهيل، الرائد بتصميمه الفريد بانعكاس الصحراء على الجدران الخشبية، وتداخل الخيمة البدوية مع الجلسات العصرية، وألوان الطبيعة السعودية، ومع إطلالة على مطبخ التحضير الجميل، الحجز عن طريق الموقع يظهر أنه ممتلئ لكن عند الحجز بالاتصال متاح، لوحة المحل غير واضحة وصغيرة جدًا، والخدمة ممتازة ونشكر الموظف رياض على تعاونه، توجد جلسات كثيرة ومتنوعة، الجو دافئ وقريب للحار، يوجد جلسات داخلية وخارجية.

الطلب كان:
شوربة جريش
كبسة لحم
عصير جح
الإكرامية: لقيمات مع قهوة سعودية

الأصناف محيرة بالاختيار حيث بعضها لا يحتوي على بروتين، وبعضها من دون رز أو بكمية قليلة جدًا، والطعم عادي يشبه أكل البيت مع ذلك استمتعنا بالأجواء، ونتمنى الإبداع أكثر في الوصفات 🤎",645,0,4,قبل 6 أشهر,لا,,2026-02-08
218,Maha .s,4,قبل 6 أشهر,"مكان حلو والخدمه ممتازه جربنا الحنيذ عادي لحم مافي نكهة الحنيذ والهريس حالي شوي طعم القرفه واضحه
كبيبهرحايل والسمبوسه حلوه  سلطه الجوف حلوه",139,0,1,قبل 6 أشهر,لا,,2026-02-08
219,,4,قبل 6 أشهر,"مطعم سهيل، الرائد بتصميمه الفريد بانعكاس الصحراء على الجدران الخشبية، وتداخل الخيمة البدوية مع الجلسات العصرية، وألوان الطبيعة السعودية، ومع إطلالة على مطبخ التحضير الجميل، الحجز عن طريق الموقع يظهر أنه ممتلئ لكن عند الحجز بالاتصال متاح، لوحة المحل غير واضحة وصغيرة جدًا، والخدمة ممتازة ونشكر الموظف رياض على تعاونه، توجد جلسات كثيرة ومتنوعة، الجو دافئ وقريب للحار، يوجد جلسات داخلية وخارجية.

الطلب كان:
شوربة جريش
كبسة لحم
عصير جح
الإكرامية: لقيمات مع قهوة سعودية

الأصناف محيرة بالاختيار حيث بعضها لا يحتوي على بروتين، وبعضها من دون رز أو بكمية قليلة جدًا، والطعم عادي يشبه أكل البيت مع ذلك استمتعنا بالأجواء، ونتمنى الإبداع أكثر في الوصفات 🤎",645,0,4,,لا,,2026-02-08
220,,4,قبل 6 أشهر,"مكان حلو والخدمه ممتازه جربنا الحنيذ عادي لحم مافي نكهة الحنيذ والهريس حالي شوي طعم القرفه واضحه
كبيبهرحايل والسمبوسه حلوه  سلطه الجوف حلوه",139,0,1,,لا,,2026-02-08
221,Just Me,6,قبل 6 أشهر,صراحة وبكل صدق الأطباق جدا عادية بالنسبة للسعر والكمية!! طلبنا كبسة لحم وحنيذ عسيري واللحم بالغصيبة يتقسم ما اعرف هل هوا ما استوى استواء كامل او ايش مني عارفة! وكباب ميرو ناااشف مرا ، بالنسبة للمقبلات كانت حلوة زي المنتو والفرموزة بالجبن ، الكبيبة عادية ورق عنب كأنها بس ناقصه حموضة,282,0,0,قبل 6 أشهر,لا,,2026-02-08
222,نفال الحارثي,5,قبل 7 أشهر,"مطعم سهيل
المطعم راقي وجلساته مريحة
فيه داخليه وخارجية
يتميز بالاكلات الشعبية
الخدمة مميزة
يتميز بالأكلات الشعبية وصراحة الطعم فاخر
وموقعه مميز في مجمع راقي كله مناظر حلوه ومطاعم وكفيات

الطلبات كانت
كبسه رز ابيض وشواية
وجريش
وكانت لذيذه وطعمه حلو
انصح بزيارته",260,0,4,قبل 7 أشهر,لا,,2026-02-08
223,,5,قبل 7 أشهر,"مطعم سهيل
المطعم راقي وجلساته مريحة
فيه داخليه وخارجية
يتميز بالاكلات الشعبية
الخدمة مميزة
يتميز بالأكلات الشعبية وصراحة الطعم فاخر
وموقعه مميز في مجمع راقي كله مناظر حلوه ومطاعم وكفيات

الطلبات كانت
كبسه رز ابيض وشواية
وجريش
وكانت لذيذه وطعمه حلو
انصح بزيارته",260,0,4,,لا,,2026-02-08
224,gdeer 72,5,قبل 11 شهرًا,اكلت عندهم ٤ أطباق السليق والهريس باللحم وسمبوسه لحم وكبه حايل 🙏🏻😋 صراحه المطعم فوق التقيم لذيذ جداً والكميه حلوه …,115,0,4,قبل 11 شهرًا,لا,,2026-02-08
225,,5,قبل 11 شهرًا,اكلت عندهم ٤ أطباق السليق والهريس باللحم وسمبوسه لحم وكبه حايل 🙏🏻😋 صراحه المطعم فوق التقيم لذيذ جداً والكميه حلوه …,115,0,4,,لا,,2026-02-08
226,gdeer 72,5,قبل 11 شهرًا,اكلت عندهم ٤ أطباق السليق والهريس باللحم وسمبوسه لحم وكبه حايل 🙏🏻😋 صراحه المطعم فوق التقيم لذيذ جداً والكميه حلوه,113,0,4,قبل 11 شهرًا,لا,,2026-02-08
227,,5,قبل 11 شهرًا,اكلت عندهم ٤ أطباق السليق والهريس باللحم وسمبوسه لحم وكبه حايل 🙏🏻😋 صراحه المطعم فوق التقيم لذيذ جداً والكميه حلوه,113,0,4,,لا,,2026-02-08
